CIK,Ticker,Date,% day,% week,% month,10day Vol,Percent Change,Increased?,flesch reading ease,flesch kincaid,gunning fog,smog index,ARI,coleman,linsear,dale chall,TextBlob,NLTK neg,NLTK neu,NLTK pos
1360214,IMMY,3/12/2015,0.501253133,-0.125313283,14.160401,0.016419246,0.755667506,0,34.6,15.4,13.2,13,19.2,15.79,8,6.28,0.054209314,0.039,0.824,0.137
1360886,OSIR,3/20/2015,2.088912694,8.462774505,13.92608463,0.021061389,-3.300865801,0,37.64,14.2,12,11.2,17.3,15.03,6.5,6.15,0.053729442,0.044,0.817,0.139
1361470,MVNR,4/21/2015,0.858614768,-0.572409845,-3.319977104,0.004641339,0.690846287,0,31.21,14.6,11.2,11.2,16.5,15.55,11,6.03,0.071728724,0.044,0.805,0.15
1361937,EVEP,3/2/2015,0,-3.949044586,9.171974522,0.025062386,3.308575287,1,40.69,13.1,10.8,11.2,15.4,14.45,6,5.82,0.055142333,0.042,0.809,0.149
1362705,CEP,3/5/2015,#N/A,#N/A,#N/A,0.024325213,42.85714286,1,40.69,13.1,10.8,11.2,16,15.21,10.5,5.99,0.049467754,0.036,0.82,0.144
1363829,ESGR,3/2/2015,0,1.764452733,2.453019653,0.005447096,-0.588652482,0,39.67,13.4,11.2,11.2,16.2,14.63,5.5,1.9,0.063915879,0.061,0.802,0.137
1364541,EROC,3/2/2015,0,8.02919708,10.94890511,0.028545196,3.076923077,1,40.69,13.1,10.8,11.2,15.9,14.97,14,5.9,0.031558831,0.052,0.81,0.139
1364856,MNRK,3/13/2015,-0.396825397,0.714285714,-1.19047619,0.009756251,-1.028481013,0,43.73,11.9,9.6,8.8,14.1,14.45,11,5.81,0.075135645,0.052,0.812,0.136
1364885,SPR,3/6/2015,-0.080955272,-0.62740336,1.65958308,0.014962655,1.289542615,1,41.7,12.7,10.4,8.8,15.3,14.79,10.5,5.72,0.044132965,0.055,0.8,0.146
1364954,CHGG,12/21/2015,0,2.676056338,-0.14084507,0.019356114,-0.143472023,0,39.67,13.4,11.2,11.2,16.1,14.92,13.5,6.04,0.057054505,0.051,0.813,0.137
1364962,IMPV,3/2/2015,0,-6.173913043,9.152173913,0.029731466,-0.021285653,0,40.69,13.1,10.8,11.2,16,15.38,11,5.82,0.046809926,0.051,0.807,0.142
1365216,SCMP,3/9/2015,0,6.027918782,7.677664975,0.063703647,5.50405562,1,34.6,15.4,13.2,11.2,18.8,15.21,11,5.82,0.043395557,0.041,0.816,0.143
1365555,AFSI,3/2/2015,-100.0372024,-4.073660714,5.729166667,0.377249301,0.853749072,0,38.66,13.8,11.6,11.2,16,14.28,6.5,1.9,0.033710452,0.049,0.804,0.147
1365916,AMRS,3/31/2015,4.237288136,93.6440678,-15.25423729,6.11140796,3.813559322,1,40.69,13.1,10.8,8.8,15.4,14.56,8,5.64,0.061032014,0.041,0.805,0.154
1365997,BCAR,3/31/2015,0,0,-3.571428571,0.027051551,3.846153846,1,40.69,13.1,10.8,11.2,15.7,14.68,14.5,5.99,0.060734029,0.042,0.815,0.143
1366246,GLUU,3/13/2015,-2.118644068,-6.779661017,-5.720338983,0.012943677,1.368421053,1,38.66,13.8,11.6,11.2,16.8,15.03,11.5,5.96,0.055241825,0.041,0.815,0.144
1366367,YDKN,3/13/2015,#N/A,#N/A,#N/A,0.004683884,0.406504065,0,40.69,13.1,10.8,11.2,15.8,15.15,13.5,5.9,0.067818848,0.043,0.804,0.153
1366868,GSAT,3/2/2015,0,-0.775193798,8.527131783,0.019819965,2.766798419,1,44.75,11.5,9.2,8.8,13.5,14.39,11,5.59,0.034850558,0.045,0.81,0.145
1367644,EBS,3/9/2015,0,-4.798598949,2.872154116,0.019382582,-0.034482759,0,33.24,13.8,10.4,11.2,16.3,15.9,12,6,0.064716145,0.044,0.82,0.136
1368308,HPJ,3/30/2015,0,-34.35114504,-30.53435115,0.050021224,4.947916667,1,37.64,14.2,12,11.2,17.2,14.8,13.5,5.8,0.05107632,0.058,0.766,0.175
1368458,SBH,11/12/2015,-1.422222222,-2.177777778,-5.511111111,0.035162987,7.320379575,1,42.72,12.3,10,11.2,15.6,15.72,6,5.68,0.040936477,0.052,0.805,0.143
1368622,AVAV,7/1/2015,6.115107914,2.26618705,6.223021583,0.03873522,5.674846626,1,38.66,13.8,11.6,11.2,17.1,15.38,7,6.18,0.057304952,0.043,0.83,0.127
1369568,CPRX,3/13/2015,0.240384615,2.644230769,18.26923077,0.030626387,7.506053269,1,38.66,13.8,11.6,11.2,16.9,15.09,11.5,6.19,0.057450185,0.049,0.817,0.134
1370450,WLDN,3/31/2015,7.657945118,12.25271219,9.061901723,0.031400103,-14.32225064,0,33.24,13.8,10.4,11.2,16.2,16.01,7.5,6.27,0.043569716,0.046,0.825,0.129
1370489,BFRE,3/30/2015,0,26.33333333,6.666666667,0.06461096,0,0,39.67,13.4,11.2,11.2,16.1,14.63,8,6.38,0.033549014,0.04,0.824,0.136
1370755,TCPC,3/10/2015,-2.75,-5.8125,-1.8125,0.011320395,0,0,38.66,13.8,11.6,11.2,16.8,14.86,11,5.9,0.031996404,0.057,0.788,0.154
1370880,FEYE,3/2/2015,0,-2.785890811,23.25320153,0.028863547,0.557786702,0,30.2,15,11.6,11.2,17.2,15.79,11.5,6.06,0.058327482,0.076,0.784,0.14
1371489,III,3/13/2015,2.284263959,2.284263959,-5.583756345,0.021623621,0.510204082,0,41.7,12.7,10.4,11.2,15.6,15.37,7,6.24,0.070995136,0.039,0.801,0.16
1371782,MVO,3/12/2015,1.334180432,2.986022872,0.254129606,0.005047783,-1.158301158,0,46.1,13,12,11.2,16.7,14.57,7,6.19,0.037793057,0.03,0.769,0.201
1372020,GLDD,9/24/2015,-1.37254902,-6.078431373,-5.68627451,0.020037067,1.550387597,1,32.57,16.2,14,11.2,19.1,14.75,13.5,5.96,0.060889862,0.04,0.816,0.144
1372375,MM,3/11/2015,-14.86486486,-10.13513514,-3.378378378,0.022861207,1.351351351,1,40.69,13.1,10.8,11.2,15.7,14.86,8,5.94,0.074098716,0.045,0.821,0.134
1372807,KCAP,3/31/2015,#N/A,#N/A,-8.959537572,0.020533844,-8.045977011,0,40.69,13.1,10.8,11.2,15.7,14.8,11,5.53,0.069093052,0.047,0.779,0.174
1373561,NEWS,3/26/2015,-1.473296501,-5.340699816,9.023941068,0.012064238,1.463860933,1,50.16,11.5,10.4,8.8,14.8,13.87,14,5.52,0.052147586,0.05,0.788,0.162
1373707,TTPH,3/6/2015,-3.926568078,-11.49923508,13.46251912,0.025245394,-7.431216251,0,38.66,13.8,11.6,11.2,17.5,15.73,11,5.97,0.050271795,0.043,0.836,0.122
1373988,ESSX,3/31/2015,4.316546763,-7.194244604,46.04316547,0.062204346,-7.194244604,0,43.73,11.9,9.6,8.8,14.5,14.62,11,5.62,0.052322624,0.04,0.816,0.144
1375063,SYMX,9/21/2015,0,1.01010101,5.050505051,0.033727528,0,0,36.63,14.6,12.4,11.2,17.5,14.92,9,6.01,0.066105628,0.047,0.807,0.146
1375151,ZGNX,4/27/2015,87.5,-4.545454545,89.12337662,3.016621799,-2.836879433,0,35.61,15,12.8,11.2,18.4,15.21,6.5,5.93,0.054794665,0.051,0.809,0.14
1375205,URG,3/2/2015,0,-5.681818182,11.25,0.015411142,4.545454545,1,40.69,13.1,10.8,11.2,15.7,14.86,9,6.24,0.046887815,0.05,0.817,0.133
1375365,SMCI,11/16/2015,0,-20.23622047,-3.74015748,0.035823636,-1.616814875,0,42.72,12.3,10,8.8,14.8,14.5,14,5.87,0.063213751,0.046,0.816,0.138
1375686,THTI,3/31/2015,-5,2,-1,0.031014265,-2.857142857,0,41.7,12.7,10.4,8.8,15.4,14.97,8.5,6.29,0.045220443,0.047,0.838,0.115
1375793,GTXO,4/15/2015,#N/A,#N/A,#N/A,0.134117618,-0.534759358,0,35.61,15,12.8,11.2,17.8,14.28,8.5,6.52,0.043164676,0.041,0.821,0.138
1376227,UNG,3/2/2015,0,-7.930785869,2.162941601,0.025555831,0.292611558,0,46.1,13,12,8.8,16.3,13.76,6.5,6.02,0.042964288,0.039,0.823,0.139
1376321,CNET,4/15/2015,0.588235294,-122.3529412,-132.3529412,0.021729067,-9.36416185,0,38.66,13.8,11.6,11.2,17,15.03,8,5.89,0.025304412,0.041,0.834,0.125
1376339,MDXG,3/13/2015,1.009081736,-3.12815338,18.36528759,0.02672634,2.119071645,1,40.69,13.1,10.8,11.2,16,15.26,7,6.29,0.059255812,0.047,0.827,0.126
1377013,TWC,4/27/2015,0,4.110026166,5.928904206,0.024274596,0.972053463,0,39.67,13.4,11.2,11.2,17,15.61,13.5,5.94,0.055068154,0.036,0.839,0.125
1377789,AVNW,10/1/2015,-3.921568627,-9.803921569,90.52287582,0.031936258,-90.94551282,0,41.7,12.7,10.4,11.2,15.9,15.2,11,6.02,0.056071715,0.055,0.824,0.122
1378453,TA,3/13/2015,8.965517241,5.310344828,8.75862069,0.034795161,17.23880597,1,46.1,13,12,11.2,16.7,14.22,7.5,6.2,0.045841506,0.04,0.83,0.13
1378946,PBCT,3/2/2015,0,1.320132013,6.864686469,0.003041702,0.065832785,0,41.7,12.7,10.4,11.2,15.6,14.85,14,5.67,0.056992297,0.046,0.773,0.181
1378992,BERY,11/23/2015,0,4.528096017,7.80141844,0.020615993,-0.546149645,0,32.57,16.2,14,11.2,19.5,14.81,9,6.38,0.044242991,0.031,0.792,0.177
1379606,GCC,3/6/2015,-1.3844024,-1.753576373,-2.445777573,0.004521854,-1.106614915,0,35.61,15,12.8,11.2,17.6,14.1,13.5,6.34,0.052310811,0.047,0.818,0.135
1379785,TCAP,3/2/2015,0,4.166666667,12.04166667,0.008769107,1.029654036,1,40.69,13.1,10.8,8.8,15.2,14.28,11,5.62,0.060410962,0.048,0.798,0.154
1381197,IBKR,3/2/2015,#N/A,#N/A,#N/A,0.012340428,-0.610687023,0,41.7,12.7,10.4,11.2,15.7,15.2,5,5.92,0.04050323,0.043,0.811,0.146
1381531,UFS,3/6/2015,-1.397800183,-2.039413382,11.82401467,0.017434469,2.428407789,1,40.69,13.1,10.8,11.2,15.4,14.34,14,5.79,0.036846284,0.034,0.823,0.144
1382230,ESSA,12/14/2015,0,-1.433962264,-0.075471698,0.002447403,1.079245283,1,42.72,12.3,10,11.2,15.1,15.32,14,5.89,0.076561211,0.05,0.796,0.154
1383082,DAG,3/2/2015,#N/A,#N/A,#N/A,0.013313079,-0.666666667,0,48.13,12.3,11.2,11.2,15.7,14.1,11,6.2,0.041553669,0.047,0.82,0.133
1383414,PNNT,11/10/2015,0.283687943,0.283687943,-0.709219858,0.013041826,-7.790368272,0,37.64,14.2,12,11.2,16.8,14.45,8.5,5.83,0.04835513,0.058,0.796,0.146
1383701,CNAT,3/13/2015,0,0.516351119,-3.442340792,0.0361799,-3.595890411,0,36.63,14.6,12.4,11.2,17.5,14.92,11,6.21,0.059891049,0.053,0.814,0.133
1383803,JMP,3/12/2015,0.414364641,-3.729281768,-2.071823204,0.010288536,0.832177531,0,43.73,11.9,9.6,8.8,14,14.16,8.5,5.48,0.05067762,0.051,0.798,0.151
1384072,VNR,3/2/2015,0,1.542857143,3.885714286,0.004883726,0.344827586,0,39.67,13.4,11.2,11.2,16,14.45,13.5,5.78,0.052592047,0.043,0.814,0.143
1384101,VCYT,9/25/2015,-1.456953642,-12.71523179,-9.006622517,0.018881003,-26.3368984,0,38.66,13.8,11.6,11.2,17.1,15.21,9,5.97,0.058112259,0.05,0.81,0.14
1385157,TEL,11/10/2015,-0.991004726,0.426894344,5.915535905,0.007590462,0.33358605,0,39.67,13.4,11.2,11.2,16.5,15.5,7,5.88,0.047011371,0.044,0.815,0.141
1385228,BIND,3/11/2015,#N/A,#N/A,8.256880734,0.00632866,-1.9,0,30.2,15,11.6,11.2,17.4,15.67,11,6.13,0.061990259,0.056,0.808,0.136
1385544,ZINC,3/2/2015,#N/A,#N/A,#N/A,0.031622777,11.11111111,1,51.18,11.1,10,8.8,14,13.87,14,5.67,0.045597843,0.041,0.852,0.107
1386278,GDOT,3/2/2015,0,-2.253702511,1.99613651,0.012006972,-1.325757576,0,38.66,13.8,11.6,11.2,16.7,14.97,14,6.09,0.047417804,0.043,0.821,0.136
1386570,CDXC,3/19/2015,4.285714286,-185,-189.2857143,0.897372094,2.272727273,1,36.63,14.6,12.4,11.2,17.4,14.34,6.5,6.03,0.02887937,0.035,0.812,0.153
1386858,HPTX,4/29/2015,0,-0.652883569,0.282916213,0.002057168,-0.195439739,0,38.66,13.8,11.6,11.2,16.5,14.8,9,5.91,0.060410972,0.045,0.816,0.139
1387467,AOSL,8/27/2015,-1.798063624,0.414937759,-8.57538036,0.017186545,1.246537396,1,41.7,12.7,10.4,11.2,15.6,15.32,14,6.02,0.063065799,0.055,0.81,0.136
1387713,NLN,3/4/2015,1.652892562,-0.826446281,6.611570248,0.014843242,-5.982905983,0,40.69,13.1,10.8,11.2,16.1,15.03,8,6.26,0.057486183,0.038,0.849,0.113
1388195,PMC,3/2/2015,0,1.375,4.083333333,0.015548583,5.001923817,1,41.7,12.7,10.4,11.2,16,15.61,14,5.97,0.043681881,0.055,0.806,0.139
1389034,PCOM,4/15/2015,3.076923077,5.47008547,17.26495726,0.021269053,10.24096386,1,38.66,13.8,11.6,11.2,16.5,14.68,10.5,6.95,0.0598738,0.035,0.835,0.13
1390312,BKJ,3/31/2015,-0.597269625,2.218430034,4.180887372,0.017845047,-0.175131349,0,39.67,13.4,11.2,11.2,16.3,14.74,11,6.35,0.066065726,0.047,0.816,0.137
1390478,GALE,3/10/2015,94.375,-8.928571429,94.76190476,5.676900097,-2.824858757,0,39.67,13.4,11.2,11.2,16.5,15.61,8,6.13,0.051179345,0.074,0.805,0.12
1391636,CYNI,3/27/2015,-0.253807107,-0.507614213,6.091370558,0.020564815,1.012658228,1,40.69,13.1,10.8,11.2,16.6,15.67,11,5.92,0.06283164,0.047,0.821,0.132
1392091,BKEP,3/11/2015,0.131406045,0.919842313,8.409986859,0.010417254,1.920438957,1,41.7,12.7,10.4,8.8,15.3,14.56,6.5,5.7,-0.005746784,0.06,0.795,0.145
1392522,FSL,2/6/2015,2.118770516,3.849597135,26.91733811,0.058428309,-2.118770516,0,35.61,15,12.8,11.2,18.2,14.86,14,2.06,0.051168733,0.049,0.798,0.153
1393052,VEEV,4/1/2015,1.136363636,-6.700626959,-20.96394984,0.022668951,-1.488444967,0,39.67,13.4,11.2,11.2,16.7,15.55,11,6.15,0.056248983,0.044,0.815,0.141
1394159,OWW,3/9/2015,0,0.940975193,20.87254063,0.002543098,0,0,42.72,12.3,10,8.8,14.6,14.56,6.5,5.9,0.054608877,0.054,0.811,0.135
1396877,UHN,3/26/2015,2.261190586,2.676511306,-6.829718505,0.018059798,0.330500472,0,46.1,13,12,11.2,16.5,13.81,6.5,5.94,0.030246757,0.041,0.831,0.128
1396878,UGA,3/26/2015,2.069153281,5.880751429,0.707868228,0.021896914,-2.002224694,0,46.1,13,12,8.8,16.5,13.81,18,5.94,0.031155007,0.041,0.831,0.127
1397016,OPXS,12/15/2015,3.50877193,#N/A,-19.29824561,0.062457977,0,0,41.7,12.7,10.4,8.8,15.2,14.79,8,6,0.041044207,0.031,0.834,0.135
1397187,LULU,3/26/2015,-1.215222258,-1.934761752,-5.692356892,0.02059044,5.511811024,1,41.7,12.7,10.4,11.2,15.3,14.5,11.5,6.11,0.045541401,0.051,0.807,0.143
1397516,REXX,3/2/2015,0,2.48447205,26.5010352,0.021915615,893.8900204,1,42.72,12.3,10,11.2,14.6,14.62,7,5.63,0.035682088,0.04,0.814,0.146
1397951,AROC,4/30/2015,6.497708277,6.956052844,10.21838771,0.012699785,-0.271076172,0,38.66,13.8,11.6,11.2,16.5,14.92,8.5,6.32,0.060544556,0.054,0.794,0.152
1399352,WARM,3/31/2015,-4.210526316,-3.157894737,-34.71578947,0.035057098,4.166666667,1,49.15,11.9,10.8,8.8,14.9,13.92,11,6.46,0.041942389,0.037,0.828,0.135
1399529,DRNA,3/12/2015,5.040983607,-0.204918033,12.13114754,0.030317104,4.014900662,1,36.63,14.6,12.4,11.2,18,14.97,11,5.85,0.052128022,0.041,0.814,0.145
1399855,NAUH,8/7/2015,1.098901099,-6.95970696,-1.831501832,0.017459764,1.811594203,1,30.2,15,11.6,11.2,17.3,15.67,11,6.08,0.060656383,0.043,0.85,0.108
1399935,FRAN,3/27/2015,3.530819868,3.530819868,11.66965889,0.023207378,3.400954654,1,37.64,14.2,12,11.2,17,14.92,18,6.29,0.045192732,0.05,0.815,0.135
1400810,HCI,3/10/2015,-2.206985215,-2.892650525,-3.878294408,0.016010499,-1.788756388,0,41.7,12.7,10.4,8.8,15.5,15.26,11,6.04,0.071816024,0.068,0.809,0.123
1401564,FFNW,3/11/2015,0,0,-4.666666667,0.003637674,3.166666667,1,42.72,12.3,10,8.8,14.7,14.74,11.5,5.77,0.0649606,0.049,0.819,0.131
1401667,PBYI,3/2/2015,0,2.702196413,-0.402753711,0.017357722,-3.621052632,0,38.66,13.8,11.6,11.2,17,14.97,11,6.15,0.034323109,0.056,0.817,0.127
1401708,NSTG,3/13/2015,-1.291989664,-2.067183463,-12.40310078,0.028357375,-1.982758621,0,40.01,15.4,14.4,11.2,19.6,14.34,13.5,2.26,0.049991815,0.047,0.843,0.11
1402479,MYOS,3/27/2015,-2.412280702,-5.48245614,-23.68421053,0.025180424,0,0,31.55,16.6,14.4,11.2,19.7,14.63,8.5,6.23,0.031348341,0.04,0.809,0.151
1403161,V,11/20/2015,-0.012408487,3.188981263,4.529097903,0.010074103,-0.049906425,0,40.69,13.1,10.8,11.2,15.9,15.03,11,5.82,0.049897339,0.048,0.815,0.138
1403385,SYA,4/22/2015,0.562023284,2.288237656,6.382978723,0.013706701,1.924619086,1,34.26,13.5,10,11.2,15.6,15.72,6.5,5.69,0.075955382,0.051,0.786,0.163
1403475,BMRC,3/12/2015,0.494462025,0.415348101,-0.454905063,0.00709406,0.874577619,0,40.69,13.1,10.8,11.2,15.8,14.97,13.5,6.08,0.074886096,0.056,0.785,0.159
1403568,ULTA,4/1/2015,-0.410895354,-1.809265028,5.911591225,0.006559532,0.318196884,0,41.7,12.7,10.4,8.8,15.6,14.91,8,6.24,0.049702321,0.048,0.816,0.136
1403708,EVOK,3/4/2015,0.36101083,-18.23104693,-14.62093863,0.00882996,11.7037037,1,37.64,14.2,12,11.2,17.5,15.09,8,6.29,0.050362531,0.051,0.819,0.131
1404296,ACFC,3/20/2015,2.450980392,1.470588235,4.397058824,0.012025973,0.748129676,0,41.7,12.7,10.4,11.2,15.3,14.97,8,5.73,0.042993547,0.054,0.814,0.132
1404592,RVM,3/30/2015,0,23.80952381,20.63492063,0.133641913,-1.666666667,0,39.67,13.4,11.2,11.2,16,14.92,11.5,6.21,0.052583031,0.036,0.824,0.14
1405513,UNL,3/26/2015,-0.384615385,-2,-4.530769231,0.016112427,-2.692307692,0,45.09,13.4,12.4,8.8,16.6,13.7,6.5,5.98,0.035656777,0.04,0.823,0.137
1405858,ABHD,3/31/2015,4.903846154,5.576923077,-7.708333333,0.04200937,-2.866242038,0,39.67,13.4,11.2,11.2,16.7,15.38,13.5,6.47,0.060824174,0.048,0.806,0.146
1406666,CALX,3/4/2015,-1.758499414,2.227432591,-12.77842907,0.016856316,-1.985981308,0,41.7,12.7,10.4,11.2,15.8,15.32,14,5.97,0.065121188,0.055,0.817,0.128
1407038,BGMD,4/30/2015,-300,-333.3333333,-34.72222222,1.326541982,-73.53145396,0,39.67,13.4,11.2,11.2,16.7,15.32,14,6.07,0.04182274,0.052,0.826,0.122
1407623,NAQ,2/25/2015,#N/A,#N/A,#N/A,0,0,0,36.63,14.6,12.4,11.2,18,15.38,11,6.02,0.030073261,0.039,0.823,0.138
1408100,KW,3/27/2015,0.195924765,-2.821316614,-5.877742947,0.014091388,2.822422579,1,44.75,11.5,9.2,8.8,14.1,15.14,11,5.59,0.064080777,0.039,0.826,0.135
1408198,MSCI,3/2/2015,0,-3.271692745,3.929587482,0.010541446,-0.434253952,0,39.67,13.4,11.2,8.8,15.8,14.45,13.5,5.66,0.046847807,0.042,0.81,0.148
1408278,SYNC,3/13/2015,2.448979592,11.42857143,13.87755102,0.041975391,1.632653061,1,41.7,12.7,10.4,11.2,16,15.43,11,6.22,0.052721109,0.044,0.824,0.133
1408710,FN,8/19/2015,-3.193612774,6.437125749,7.584830339,0.011028674,-3.560830861,0,40.69,13.1,10.8,11.2,16.3,15.55,11,6.08,0.047562598,0.055,0.81,0.135
1409171,TITN,4/15/2015,-0.076982294,-3.464203233,1.077752117,0.012822995,1.384615385,1,40.69,13.1,10.8,11.2,16.4,15.61,8,5.91,0.062415805,0.038,0.822,0.14
1409375,OESX,6/12/2015,-0.350539556,4.117121452,2.742456526,0.041540625,0.350877193,0,41.7,12.7,10.4,8.8,15.2,14.56,11,5.77,0.059876135,0.048,0.8,0.152
1409493,CIM,3/2/2015,0,-0.62305296,1.869158879,1.739744933,-1.242236025,0,36.63,14.6,12.4,11.2,17.1,14.39,7.5,5.82,0.074287867,0.055,0.77,0.175
1410098,CRMD,3/12/2015,-12.43654822,19.67005076,60.65989848,0.084639078,4.218362283,1,38.66,13.8,11.6,11.2,16.7,14.63,8.5,5.92,0.025866626,0.038,0.824,0.138
1410172,RBCN,3/13/2015,-1.654846336,-6.855791962,-1.418439716,3.848810788,-90.16509434,0,41.7,12.7,10.4,8.8,15,14.56,13.5,6.17,0.056155586,0.053,0.827,0.12
1410428,VRNG,4/30/2015,-1.681818182,-3.03030303,-1.515151515,0.023567146,16.3371998,1,39.67,13.4,11.2,11.2,16.2,14.8,11.5,5.83,0.076184766,0.051,0.811,0.138
1410939,OPHT,7/28/2015,0.881123059,-2.822580645,22.61051374,0.017631127,0.81300813,0,30.54,17,14.8,11.2,20.3,14.52,7.5,2.25,0.040354828,0.038,0.85,0.112
1411303,CBNJ,3/10/2015,0.43956044,1.648351648,3.076923077,0.004826428,-0.766455773,0,43.73,11.9,9.6,8.8,14,14.33,8,5.82,0.069456406,0.048,0.815,0.137
1411342,EFC,3/13/2015,0.6,-1.1,-1.1,0.007794038,0.9,0,38.66,13.8,11.6,11.2,16.6,14.86,11,5.84,0.047666782,0.054,0.784,0.162
1411488,HAWK,8/21/2015,-2.935694315,-0.792171482,0.629077353,0.016032768,-8.090763236,0,39.67,13.4,11.2,11.2,16.9,15.61,11,5.83,0.04706112,0.051,0.796,0.153
1411574,SCAI,3/10/2015,6.503834138,12.18403863,5.282590173,0.016862847,1.692442369,1,38.66,13.8,11.6,11.2,16.7,15.09,13.5,5.66,0.052213702,0.047,0.812,0.141
1411579,AMC,3/10/2015,1.562048019,-1.822389355,13.94272491,0.018702284,-1.089449541,0,38.66,13.8,11.6,11.2,16.3,14.74,6,5.79,0.049762877,0.032,0.817,0.151
1411688,TCS,5/8/2015,-0.925354719,-12.89327576,-34.11474399,0.04604701,2.110490379,1,39.67,13.4,11.2,11.2,16.3,15.26,7,6.05,0.051238724,0.046,0.81,0.144
1411879,INNV,3/31/2015,-19.43060498,-24.55516014,-1.067615658,0.168939223,-20.90553382,0,38.66,13.8,11.6,11.2,16.6,14.63,11.5,6.28,0.059093739,0.03,0.844,0.125
1412100,MHLD,3/13/2015,-0.207325501,2.349689012,3.870076019,0.013253143,-1.650618982,0,41.7,12.7,10.4,8.8,14.9,14.56,11,5.66,0.0627604,0.064,0.81,0.127
1412270,CRCM,3/27/2015,-1.171875,1.432291667,-4.166666667,0.02163774,0.64683053,0,40.69,13.1,10.8,11.2,15.9,15.15,8,5.95,0.075184202,0.048,0.805,0.148
1412347,OXF,3/6/2015,#N/A,#N/A,#N/A,0,0,0,45.09,13.4,12.4,11.2,16.8,14.05,14.5,5.76,0.03812044,0.04,0.82,0.14
1412665,MOFG,3/5/2015,0.999286224,-4.425410421,-0.678087081,0.007977974,-0.035676061,0,42.72,12.3,10,11.2,14.9,14.74,11,5.75,0.050513052,0.045,0.809,0.146
1413263,CJJD,6/29/2015,0,2.325581395,7.848837209,0.036194535,5.128205128,1,40.69,13.1,10.8,11.2,16.1,15.44,11,6.17,0.053327229,0.054,0.829,0.117
1413898,AHC,3/6/2015,-0.113636364,-1.477272727,-1.590909091,0.015559251,-1.706484642,0,39.67,13.4,11.2,11.2,16,14.8,13.5,5.81,0.065204853,0.032,0.83,0.139
1414628,CLPI,12/1/2015,-0.787401575,-1.57480315,1.57480315,0.015080732,1.57480315,1,41.7,12.7,10.4,8.8,15.5,14.62,7.5,6.24,0.053507698,0.048,0.817,0.135
1415332,LTUM,3/13/2015,-2.526315789,-4.210526316,9.473684211,0.026559912,3.734439834,1,38.66,13.8,11.6,8.8,16.4,14.8,7.5,6.89,0.044472049,0.04,0.845,0.115
1415336,ZLTQ,3/10/2015,-3.925482369,-10.67864271,-15.43579508,0.013242291,2.944062807,1,31.21,14.6,11.2,11.2,16.9,15.79,13.5,6.17,0.063261073,0.056,0.812,0.131
1415624,YUME,3/10/2015,-0.716845878,-1.075268817,1.433691756,0.016523106,-3.014184397,0,31.21,14.6,11.2,11.2,16.9,15.55,14,6.15,0.063039286,0.05,0.817,0.133
1416792,RLYP,3/12/2015,1.384344324,-0.679587214,18.9025925,0.025270516,0.198560437,0,38.66,13.8,11.6,11.2,16.8,14.8,11,5.9,0.055469823,0.051,0.809,0.14
1417398,HI,11/18/2015,-0.132714001,-1.559389516,7.398805574,0.009228761,-1.1,0,45.76,11.1,8.8,8.8,13.9,15.14,8.5,6.05,0.06209479,0.055,0.81,0.135
1417663,SNWV,3/3/2015,-15.78947368,-15.84210526,-15.78947368,0.066362943,-15.78947368,0,37.64,14.2,12,11.2,17.4,14.97,19,6.18,0.051696928,0.043,0.825,0.133
1418091,TWTR,3/2/2015,0,-1.57480315,21.88147534,0.012011979,-0.913811007,0,40.69,13.1,10.8,11.2,16,14.97,14,5.89,0.055956744,0.05,0.797,0.153
1418133,BSPM,4/15/2015,-0.826446281,2.479338843,2.479338843,0.023520265,21.95121951,1,38.66,13.8,11.6,11.2,16.5,14.97,7,6.35,0.038857409,0.05,0.817,0.133
1419428,VTG,4/30/2015,1.204819277,3.012048193,0.602409639,0.036198741,3.374233129,1,41.7,12.7,10.4,8.8,15,14.39,8.5,5.97,0.038872995,0.065,0.811,0.124
1419582,BLSP,1/13/2015,-2.5,17.5,27.75,0.074834534,-12.93532338,0,33.92,17.7,16.8,11.2,22,13.76,8,2.43,0.022333779,0.036,0.813,0.15
1420720,IBIO,10/13/2015,0.439238653,3.36749634,-1.02489019,0.009337692,-1.903367496,0,29.18,15.4,12,11.2,18,15.79,7,6.3,0.041563948,0.036,0.839,0.125
1421289,LVVV,5/8/2015,0,-13.33333333,-183.3333333,0.080019165,-26.47058824,0,48.13,12.3,11.2,8.8,15.8,14.45,12,6.27,0.037885453,0.047,0.806,0.147
1421517,ERII,3/6/2015,-2.48447205,-4.968944099,-10.55900621,0.052120181,-12.57668712,0,42.72,12.3,10,11.2,15,14.85,6.5,6.06,0.044105318,0.06,0.811,0.129
1422105,NOR,2/27/2015,-8.333333333,0,-12.5,0.03036591,0,0,43.73,11.9,9.6,11.2,14.2,14.85,14,5.75,0.061308801,0.045,0.819,0.136
1422862,PMFG,9/1/2015,-1.244167963,#N/A,4.821150855,0.010582433,-2.300613497,0,43.73,11.9,9.6,8.8,14.3,14.68,7,5.79,0.048708779,0.044,0.806,0.15
1423221,NX,12/15/2015,0.712719298,0.219298246,1.918859649,0.031310528,11.6962306,1,42.72,12.3,10,11.2,15.1,14.85,8,5.86,0.049668785,0.039,0.809,0.152
1423542,SKUL,3/13/2015,-2.19047619,-11.14285714,1.428571429,0.034653866,-0.378429518,0,41.7,12.7,10.4,11.2,15.5,15.32,11,6.39,0.064927688,0.056,0.815,0.129
